,CL=F,^SPX,DX-Y.NYB,TLT
2000-08-23 00:00:00-04:00,31.950000762939453,1498.1300048828125,111.80999755859375,
2000-08-24 00:00:00-04:00,31.899999618530273,1505.969970703125,111.26000213623047,
2000-08-25 00:00:00-04:00,31.700000762939453,1508.31005859375,111.30000305175781,
2000-08-28 00:00:00-04:00,32.040000915527344,1506.449951171875,111.26000213623047,
2000-08-29 00:00:00-04:00,32.81999969482422,1514.0899658203125,111.44999694824219,
2000-08-30 00:00:00-04:00,32.75,1509.8399658203125,112.19000244140625,
2000-08-31 00:00:00-04:00,33.25,1502.5899658203125,111.9800033569336,
2000-09-01 00:00:00-04:00,33.04999923706055,1517.6800537109375,112.36000061035156,
2000-09-05 00:00:00-04:00,33.95000076293945,1520.77001953125,111.61000061035156,
2000-09-06 00:00:00-04:00,33.9900016784668,1507.0799560546875,112.44999694824219,
2000-09-07 00:00:00-04:00,34.5,1492.25,114.05999755859375,
2000-09-08 00:00:00-04:00,34.54999923706055,1502.510009765625,113.79000091552734,
2000-09-11 00:00:00-04:00,33.79999923706055,1494.5,114.80999755859375,
2000-09-12 00:00:00-04:00,35.45000076293945,1489.260009765625,115.3499984741211,
2000-09-13 00:00:00-04:00,34.0,1481.989990234375,115.0199966430664,
2000-09-14 00:00:00-04:00,33.779998779296875,1484.9100341796875,115.54000091552734,
2000-09-15 00:00:00-04:00,34.5,1480.8699951171875,115.16000366210938,
2000-09-18 00:00:00-04:00,36.20000076293945,1465.81005859375,116.11000061035156,
2000-09-19 00:00:00-04:00,36.54999923706055,1444.510009765625,115.94999694824219,
2000-09-20 00:00:00-04:00,37.5,1459.9000244140625,116.12999725341797,
2000-09-21 00:00:00-04:00,34.650001525878906,1451.3399658203125,116.19000244140625,
2000-09-22 00:00:00-04:00,34.0,1449.050048828125,115.0,
2000-09-25 00:00:00-04:00,31.399999618530273,1448.719970703125,113.41999816894531,
2000-09-26 00:00:00-04:00,32.0,1439.030029296875,113.86000061035156,
2000-09-27 00:00:00-04:00,31.950000762939453,1427.2099609375,113.1500015258789,
2000-09-28 00:00:00-04:00,31.100000381469727,1426.5699462890625,113.02999877929688,
2000-09-29 00:00:00-04:00,30.700000762939453,1458.2900390625,113.31999969482422,
2000-10-02 00:00:00-04:00,31.450000762939453,1436.52001953125,113.13999938964844,
2000-10-03 00:00:00-04:00,32.0,1436.22998046875,113.76000213623047,
2000-10-04 00:00:00-04:00,31.600000381469727,1426.4599609375,114.04000091552734,
2000-10-05 00:00:00-04:00,30.850000381469727,1434.3199462890625,114.18000030517578,
2000-10-06 00:00:00-04:00,30.75,1436.280029296875,114.7699966430664,
2000-10-09 00:00:00-04:00,31.549999237060547,1408.989990234375,114.66000366210938,
2000-10-10 00:00:00-04:00,32.25,1402.030029296875,114.87000274658203,
2000-10-11 00:00:00-04:00,33.599998474121094,1387.02001953125,114.2699966430664,
2000-10-12 00:00:00-04:00,35.0,1364.5899658203125,114.69999694824219,
2000-10-13 00:00:00-04:00,35.93000030517578,1329.780029296875,115.0199966430664,
2000-10-16 00:00:00-04:00,34.400001525878906,1374.1700439453125,115.80999755859375,
2000-10-17 00:00:00-04:00,32.70000076293945,1374.6199951171875,116.30000305175781,
2000-10-18 00:00:00-04:00,33.54999923706055,1349.969970703125,115.88999938964844,
2000-10-19 00:00:00-04:00,33.849998474121094,1342.1300048828125,117.16999816894531,
2000-10-20 00:00:00-04:00,33.29999923706055,1388.760009765625,116.87999725341797,
2000-10-23 00:00:00-04:00,33.0,1396.9300537109375,117.19000244140625,
2000-10-24 00:00:00-04:00,33.75,1395.780029296875,117.51000213623047,
2000-10-25 00:00:00-04:00,33.5,1398.1300048828125,117.5199966430664,
2000-10-26 00:00:00-04:00,33.650001525878906,1364.9000244140625,118.48999786376953,
2000-10-27 00:00:00-04:00,33.68000030517578,1364.43994140625,118.33999633789062,
2000-10-30 00:00:00-05:00,32.75,1379.5799560546875,117.37000274658203,
2000-10-31 00:00:00-05:00,32.72999954223633,1398.6600341796875,117.5199966430664,
2000-11-01 00:00:00-05:00,33.150001525878906,1429.4000244140625,116.5999984741211,
2000-11-02 00:00:00-05:00,32.75,1421.219970703125,115.52999877929688,
2000-11-03 00:00:00-05:00,32.599998474121094,1428.3199462890625,115.83999633789062,
2000-11-06 00:00:00-05:00,32.400001525878906,1428.760009765625,114.91999816894531,
2000-11-07 00:00:00-05:00,33.04999923706055,1432.18994140625,115.45999908447266,
2000-11-08 00:00:00-05:00,33.20000076293945,1431.8699951171875,115.62000274658203,
2000-11-09 00:00:00-05:00,33.5,1409.280029296875,116.27999877929688,
2000-11-10 00:00:00-05:00,33.70000076293945,1400.1400146484375,115.26000213623047,
2000-11-13 00:00:00-05:00,34.150001525878906,1365.97998046875,115.7300033569336,
2000-11-14 00:00:00-05:00,34.369998931884766,1351.260009765625,116.01000213623047,
2000-11-15 00:00:00-05:00,35.400001525878906,1382.949951171875,116.0999984741211,
2000-11-16 00:00:00-05:00,35.25,1389.81005859375,116.31999969482422,
2000-11-17 00:00:00-05:00,34.70000076293945,1372.3199462890625,116.73999786376953,
2000-11-20 00:00:00-05:00,35.5,1367.719970703125,117.19999694824219,
2000-11-21 00:00:00-05:00,35.400001525878906,1342.6199951171875,117.11000061035156,
2000-11-22 00:00:00-05:00,34.900001525878906,1347.3499755859375,117.86000061035156,
2000-11-27 00:00:00-05:00,35.25,1341.77001953125,118.54000091552734,
2000-11-28 00:00:00-05:00,34.97999954223633,1348.969970703125,117.08000183105469,
2000-11-29 00:00:00-05:00,34.25,1336.0899658203125,116.62999725341797,
2000-11-30 00:00:00-05:00,34.95000076293945,1341.9100341796875,116.62000274658203,
2000-12-01 00:00:00-05:00,33.900001525878906,1314.949951171875,115.20999908447266,
2000-12-04 00:00:00-05:00,32.380001068115234,1315.1800537109375,114.69999694824219,
2000-12-05 00:00:00-05:00,31.25,1324.969970703125,113.97000122070312,
2000-12-06 00:00:00-05:00,30.0,1376.5400390625,114.51000213623047,
2000-12-07 00:00:00-05:00,30.049999237060547,1351.4599609375,113.23999786376953,
2000-12-08 00:00:00-05:00,28.799999237060547,1343.550048828125,113.62999725341797,
2000-12-11 00:00:00-05:00,29.0,1369.8900146484375,114.06999969482422,
2000-12-12 00:00:00-05:00,29.600000381469727,1380.199951171875,114.30000305175781,
2000-12-13 00:00:00-05:00,29.75,1371.1800537109375,114.29000091552734,
2000-12-14 00:00:00-05:00,28.850000381469727,1359.989990234375,114.4800033569336,
2000-12-15 00:00:00-05:00,28.350000381469727,1340.9300537109375,113.13999938964844,
2000-12-18 00:00:00-05:00,29.549999237060547,1312.1500244140625,112.9800033569336,
2000-12-19 00:00:00-05:00,29.399999618530273,1322.9599609375,112.9000015258789,
2000-12-20 00:00:00-05:00,27.15999984741211,1305.5999755859375,113.06999969482422,
2000-12-21 00:00:00-05:00,26.399999618530273,1264.739990234375,111.93000030517578,
2000-12-22 00:00:00-05:00,26.149999618530273,1274.8599853515625,111.33000183105469,
2000-12-26 00:00:00-05:00,26.200000762939453,1305.969970703125,110.45999908447266,
2000-12-27 00:00:00-05:00,26.899999618530273,1315.18994140625,110.30999755859375,
2000-12-28 00:00:00-05:00,26.350000381469727,1328.9200439453125,110.19999694824219,
2000-12-29 00:00:00-05:00,25.899999618530273,1334.219970703125,110.38999938964844,
2001-01-02 00:00:00-05:00,27.25,1320.280029296875,109.33000183105469,
2001-01-03 00:00:00-05:00,27.229999542236328,1283.27001953125,108.58999633789062,
2001-01-04 00:00:00-05:00,28.200000762939453,1347.56005859375,110.30000305175781,
2001-01-05 00:00:00-05:00,28.149999618530273,1333.3399658203125,108.63999938964844,
2001-01-08 00:00:00-05:00,28.200000762939453,1298.3499755859375,108.33000183105469,
2001-01-09 00:00:00-05:00,27.25,1295.8599853515625,109.19000244140625,
2001-01-10 00:00:00-05:00,27.75,1300.800048828125,109.5999984741211,
2001-01-11 00:00:00-05:00,29.350000381469727,1313.27001953125,110.08999633789062,
2001-01-12 00:00:00-05:00,29.5,1326.8199462890625,109.06999969482422,
2001-01-16 00:00:00-05:00,30.100000381469727,1318.3199462890625,110.16999816894531,
2001-01-17 00:00:00-05:00,29.799999237060547,1326.6500244140625,110.05999755859375,
2001-01-18 00:00:00-05:00,29.850000381469727,1329.8900146484375,110.68000030517578,
2001-01-19 00:00:00-05:00,30.25,1347.969970703125,110.04000091552734,
2001-01-22 00:00:00-05:00,31.950000762939453,1342.5400390625,110.52999877929688,
2001-01-23 00:00:00-05:00,29.600000381469727,1342.9000244140625,110.1500015258789,
2001-01-24 00:00:00-05:00,28.899999618530273,1360.4000244140625,110.48999786376953,
2001-01-25 00:00:00-05:00,29.0,1364.300048828125,111.68000030517578,
2001-01-26 00:00:00-05:00,29.420000076293945,1357.510009765625,111.33999633789062,
2001-01-29 00:00:00-05:00,30.149999618530273,1354.9200439453125,111.52999877929688,
2001-01-30 00:00:00-05:00,29.079999923706055,1364.1700439453125,111.80999755859375,
2001-01-31 00:00:00-05:00,29.0,1373.72998046875,111.0,
2001-02-01 00:00:00-05:00,28.950000762939453,1366.010009765625,110.30000305175781,
2001-02-02 00:00:00-05:00,29.729999542236328,1373.469970703125,109.97000122070312,
2001-02-05 00:00:00-05:00,31.049999237060547,1349.469970703125,110.19999694824219,
2001-02-06 00:00:00-05:00,30.649999618530273,1354.31005859375,110.01000213623047,
2001-02-07 00:00:00-05:00,30.5,1352.260009765625,110.66999816894531,
2001-02-08 00:00:00-05:00,31.200000762939453,1341.0999755859375,111.06999969482422,
2001-02-09 00:00:00-05:00,31.299999237060547,1332.530029296875,111.98999786376953,
2001-02-12 00:00:00-05:00,30.700000762939453,1314.760009765625,111.6500015258789,
2001-02-13 00:00:00-05:00,30.299999237060547,1330.31005859375,111.08999633789062,
2001-02-14 00:00:00-05:00,30.329999923706055,1318.800048828125,111.97000122070312,
2001-02-15 00:00:00-05:00,29.299999237060547,1315.9200439453125,112.08000183105469,
2001-02-16 00:00:00-05:00,29.200000762939453,1326.6099853515625,113.08000183105469,
2001-02-20 00:00:00-05:00,29.5,1301.530029296875,111.91999816894531,
2001-02-21 00:00:00-05:00,28.899999618530273,1278.93994140625,112.83000183105469,
2001-02-22 00:00:00-05:00,28.850000381469727,1255.27001953125,112.88999938964844,
2001-02-23 00:00:00-05:00,29.0,1252.8199462890625,113.43000030517578,
2001-02-26 00:00:00-05:00,28.760000228881836,1245.8599853515625,112.16999816894531,
2001-02-27 00:00:00-05:00,28.0,1267.6500244140625,112.98999786376953,
2001-02-28 00:00:00-05:00,28.149999618530273,1257.93994140625,112.23999786376953,
2001-03-01 00:00:00-05:00,27.450000762939453,1239.93994140625,112.04000091552734,
2001-03-02 00:00:00-05:00,27.690000534057617,1241.22998046875,111.37000274658203,
2001-03-05 00:00:00-05:00,28.25,1234.1800537109375,111.12999725341797,
2001-03-06 00:00:00-05:00,28.350000381469727,1241.4100341796875,111.63999938964844,
2001-03-07 00:00:00-05:00,28.5,1253.800048828125,111.16999816894531,
2001-03-08 00:00:00-05:00,28.950000762939453,1261.8900146484375,111.77999877929688,
2001-03-09 00:00:00-05:00,28.25,1264.739990234375,111.4000015258789,
2001-03-12 00:00:00-05:00,27.799999237060547,1233.4200439453125,111.47000122070312,
2001-03-13 00:00:00-05:00,27.799999237060547,1180.1600341796875,111.9000015258789,
2001-03-14 00:00:00-05:00,27.649999618530273,1197.6600341796875,113.08000183105469,
