,CL=F,^SPX,DX-Y.NYB,TLT
2001-03-15 00:00:00-05:00,26.600000381469727,1166.7099609375,113.63999938964844,
2001-03-16 00:00:00-05:00,26.950000762939453,1173.56005859375,114.86000061035156,
2001-03-19 00:00:00-05:00,26.5,1150.530029296875,115.26000213623047,
2001-03-20 00:00:00-05:00,26.25,1170.81005859375,115.0999984741211,
2001-03-21 00:00:00-05:00,26.18000030517578,1142.6199951171875,113.87999725341797,
2001-03-22 00:00:00-05:00,26.790000915527344,1122.1400146484375,115.45999908447266,
2001-03-23 00:00:00-05:00,26.700000762939453,1117.5799560546875,116.29000091552734,
2001-03-26 00:00:00-05:00,27.399999618530273,1139.8299560546875,116.05000305175781,
2001-03-27 00:00:00-05:00,27.579999923706055,1152.68994140625,115.02999877929688,
2001-03-28 00:00:00-05:00,27.450000762939453,1182.1700439453125,115.37000274658203,
2001-03-29 00:00:00-05:00,26.350000381469727,1153.2900390625,115.9800033569336,
2001-03-30 00:00:00-05:00,26.450000762939453,1147.949951171875,116.56999969482422,
2001-04-02 00:00:00-04:00,26.350000381469727,1160.3299560546875,117.69999694824219,
2001-04-03 00:00:00-04:00,25.700000762939453,1145.8699951171875,117.26000213623047,
2001-04-04 00:00:00-04:00,26.649999618530273,1106.4599609375,115.56999969482422,
2001-04-05 00:00:00-04:00,27.100000381469727,1103.25,115.08999633789062,
2001-04-06 00:00:00-04:00,26.899999618530273,1151.43994140625,115.48999786376953,
2001-04-09 00:00:00-04:00,27.1299991607666,1128.4300537109375,114.70999908447266,
2001-04-10 00:00:00-04:00,27.0,1137.5899658203125,115.52999877929688,
2001-04-11 00:00:00-04:00,28.25,1168.3800048828125,115.83999633789062,
2001-04-12 00:00:00-04:00,28.549999237060547,1165.8900146484375,116.04000091552734,
2001-04-16 00:00:00-04:00,28.299999237060547,1183.5,116.37000274658203,
2001-04-17 00:00:00-04:00,28.600000381469727,1179.6800537109375,115.97000122070312,
2001-04-18 00:00:00-04:00,27.75,1191.81005859375,116.43000030517578,
2001-04-19 00:00:00-04:00,27.850000381469727,1238.1600341796875,116.2300033569336,
2001-04-20 00:00:00-04:00,27.780000686645508,1253.699951171875,114.69000244140625,
2001-04-23 00:00:00-04:00,27.850000381469727,1242.97998046875,114.19000244140625,
2001-04-24 00:00:00-04:00,27.950000762939453,1224.3599853515625,114.80000305175781,
2001-04-25 00:00:00-04:00,26.8700008392334,1209.469970703125,115.29000091552734,
2001-04-26 00:00:00-04:00,27.75,1228.75,114.87000274658203,
2001-04-27 00:00:00-04:00,28.440000534057617,1234.52001953125,114.55000305175781,
2001-04-30 00:00:00-04:00,28.600000381469727,1253.050048828125,115.66999816894531,
2001-05-01 00:00:00-04:00,28.5,1249.4599609375,115.70999908447266,
2001-05-02 00:00:00-04:00,28.25,1266.43994140625,115.19000244140625,
2001-05-03 00:00:00-04:00,27.450000762939453,1267.4300537109375,114.87999725341797,
2001-05-04 00:00:00-04:00,28.450000762939453,1248.5799560546875,115.27999877929688,
2001-05-07 00:00:00-04:00,28.450000762939453,1266.6099853515625,115.16000366210938,
2001-05-08 00:00:00-04:00,27.799999237060547,1266.7099609375,115.25,
2001-05-09 00:00:00-04:00,27.25,1261.199951171875,116.0,
2001-05-10 00:00:00-04:00,28.149999618530273,1255.5400390625,115.91999816894531,
2001-05-11 00:00:00-04:00,28.360000610351562,1255.1800537109375,116.3499984741211,
2001-05-14 00:00:00-04:00,28.700000762939453,1245.6700439453125,116.95999908447266,
2001-05-15 00:00:00-04:00,28.700000762939453,1248.9200439453125,117.19999694824219,
2001-05-16 00:00:00-04:00,29.18000030517578,1249.43994140625,116.52999877929688,
2001-05-17 00:00:00-04:00,28.75,1284.989990234375,116.16000366210938,
2001-05-18 00:00:00-04:00,29.149999618530273,1288.489990234375,116.1500015258789,
2001-05-21 00:00:00-04:00,30.149999618530273,1291.9599609375,116.37000274658203,
2001-05-22 00:00:00-04:00,30.049999237060547,1312.8299560546875,116.58999633789062,
2001-05-23 00:00:00-04:00,29.700000762939453,1309.3800048828125,117.70999908447266,
2001-05-24 00:00:00-04:00,29.600000381469727,1289.050048828125,118.47000122070312,
2001-05-25 00:00:00-04:00,28.40999984741211,1293.1700439453125,118.30000305175781,
2001-05-29 00:00:00-04:00,28.700000762939453,1277.8900146484375,118.04000091552734,
2001-05-30 00:00:00-04:00,28.75,1267.9300537109375,118.41000366210938,
2001-05-31 00:00:00-04:00,28.049999237060547,1248.0799560546875,118.30000305175781,
2001-06-01 00:00:00-04:00,28.25,1255.8199462890625,119.11000061035156,
2001-06-04 00:00:00-04:00,28.549999237060547,1260.6700439453125,119.13999938964844,
2001-06-05 00:00:00-04:00,28.200000762939453,1267.1099853515625,119.19999694824219,
2001-06-06 00:00:00-04:00,27.600000381469727,1283.5699462890625,118.62999725341797,
2001-06-07 00:00:00-04:00,27.520000457763672,1270.030029296875,119.4800033569336,
2001-06-08 00:00:00-04:00,28.030000686645508,1276.9599609375,119.08000183105469,
2001-06-11 00:00:00-04:00,28.75,1264.9599609375,119.3499984741211,
2001-06-12 00:00:00-04:00,28.8799991607666,1254.3900146484375,120.1500015258789,
2001-06-13 00:00:00-04:00,29.5,1255.8499755859375,119.30999755859375,
2001-06-14 00:00:00-04:00,28.84000015258789,1241.5999755859375,118.86000061035156,
2001-06-15 00:00:00-04:00,29.049999237060547,1219.8699951171875,117.98999786376953,
2001-06-18 00:00:00-04:00,28.299999237060547,1214.3599853515625,118.19999694824219,
2001-06-19 00:00:00-04:00,27.600000381469727,1208.4300537109375,118.4800033569336,
2001-06-20 00:00:00-04:00,27.450000762939453,1212.5799560546875,119.06999969482422,
2001-06-21 00:00:00-04:00,26.549999237060547,1223.1400146484375,119.16000366210938,
2001-06-22 00:00:00-04:00,26.899999618530273,1237.0400390625,119.0,
2001-06-25 00:00:00-04:00,26.950000762939453,1225.3499755859375,118.76000213623047,
2001-06-26 00:00:00-04:00,27.149999618530273,1218.5999755859375,118.44000244140625,
2001-06-27 00:00:00-04:00,26.350000381469727,1216.760009765625,118.08999633789062,
2001-06-28 00:00:00-04:00,25.350000381469727,1211.0699462890625,118.48999786376953,
2001-06-29 00:00:00-04:00,25.670000076293945,1226.199951171875,120.06999969482422,
2001-07-02 00:00:00-04:00,26.450000762939453,1224.4200439453125,119.38999938964844,
2001-07-03 00:00:00-04:00,25.799999237060547,1236.7099609375,119.58999633789062,
2001-07-05 00:00:00-04:00,26.549999237060547,1234.449951171875,120.25,
2001-07-06 00:00:00-04:00,27.3700008392334,1219.239990234375,120.76000213623047,
2001-07-09 00:00:00-04:00,27.850000381469727,1190.5899658203125,119.93000030517578,
2001-07-10 00:00:00-04:00,27.549999237060547,1198.780029296875,119.5,
2001-07-11 00:00:00-04:00,27.200000762939453,1181.52001953125,119.08999633789062,
2001-07-12 00:00:00-04:00,26.5,1180.1800537109375,118.91000366210938,
2001-07-13 00:00:00-04:00,26.700000762939453,1208.1400146484375,119.25,
2001-07-16 00:00:00-04:00,26.299999237060547,1215.6800537109375,119.22000122070312,
2001-07-17 00:00:00-04:00,26.209999084472656,1202.449951171875,119.56999969482422,
2001-07-18 00:00:00-04:00,25.0,1214.43994140625,118.80999755859375,
2001-07-19 00:00:00-04:00,25.399999618530273,1207.7099609375,117.36000061035156,
2001-07-20 00:00:00-04:00,25.200000762939453,1215.02001953125,117.30000305175781,
2001-07-23 00:00:00-04:00,26.299999237060547,1210.8499755859375,117.47000122070312,
2001-07-24 00:00:00-04:00,26.18000030517578,1191.030029296875,117.73999786376953,
2001-07-25 00:00:00-04:00,26.530000686645508,1171.6500244140625,117.3499984741211,
2001-07-26 00:00:00-04:00,26.700000762939453,1190.489990234375,116.62000274658203,
2001-07-27 00:00:00-04:00,26.450000762939453,1202.9300537109375,116.83000183105469,
2001-07-30 00:00:00-04:00,26.950000762939453,1205.8199462890625,116.87999725341797,
2001-07-31 00:00:00-04:00,26.5,1204.52001953125,117.2699966430664,
2001-08-01 00:00:00-04:00,26.649999618530273,1211.22998046875,117.06999969482422,
2001-08-02 00:00:00-04:00,27.5,1215.9300537109375,116.52999877929688,
2001-08-03 00:00:00-04:00,27.549999237060547,1220.75,116.29000091552734,
2001-08-06 00:00:00-04:00,27.600000381469727,1214.3499755859375,116.26000213623047,
2001-08-07 00:00:00-04:00,28.399999618530273,1200.469970703125,116.5,
2001-08-08 00:00:00-04:00,28.149999618530273,1204.4000244140625,116.91000366210938,
2001-08-09 00:00:00-04:00,27.450000762939453,1183.530029296875,116.5,
2001-08-10 00:00:00-04:00,27.780000686645508,1183.4300537109375,115.37999725341797,
2001-08-13 00:00:00-04:00,28.170000076293945,1190.1600341796875,115.2699966430664,
2001-08-14 00:00:00-04:00,27.81999969482422,1191.2900390625,115.05000305175781,
2001-08-15 00:00:00-04:00,28.200000762939453,1186.72998046875,114.41999816894531,
2001-08-16 00:00:00-04:00,27.56999969482422,1178.02001953125,113.1500015258789,
2001-08-17 00:00:00-04:00,27.329999923706055,1181.6600341796875,113.38999938964844,
2001-08-20 00:00:00-04:00,26.649999618530273,1161.969970703125,113.08000183105469,
2001-08-21 00:00:00-04:00,27.100000381469727,1171.4100341796875,113.5,
2001-08-22 00:00:00-04:00,27.1200008392334,1157.260009765625,112.88999938964844,
2001-08-23 00:00:00-04:00,26.549999237060547,1165.31005859375,113.33000183105469,
2001-08-24 00:00:00-04:00,26.700000762939453,1162.0899658203125,113.18000030517578,
2001-08-27 00:00:00-04:00,27.049999237060547,1184.9300537109375,113.4000015258789,
2001-08-28 00:00:00-04:00,26.649999618530273,1179.2099609375,113.41999816894531,
2001-08-29 00:00:00-04:00,27.350000381469727,1161.510009765625,113.33000183105469,
2001-08-30 00:00:00-04:00,26.850000381469727,1148.5999755859375,113.77999877929688,
2001-08-31 00:00:00-04:00,26.700000762939453,1129.030029296875,112.97000122070312,
2001-09-04 00:00:00-04:00,27.049999237060547,1133.5799560546875,114.31999969482422,
2001-09-05 00:00:00-04:00,26.829999923706055,1132.93994140625,115.55000305175781,
2001-09-06 00:00:00-04:00,27.149999618530273,1131.739990234375,115.62000274658203,
2001-09-07 00:00:00-04:00,27.600000381469727,1106.4000244140625,114.97000122070312,
2001-09-10 00:00:00-04:00,27.75,1085.780029296875,113.91999816894531,
2001-09-14 00:00:00-04:00,29.979999542236328,,,
2001-09-17 00:00:00-04:00,27.0,1092.5400390625,111.9800033569336,
2001-09-18 00:00:00-04:00,28.0,1038.77001953125,112.38999938964844,
2001-09-19 00:00:00-04:00,27.31999969482422,1032.739990234375,112.30999755859375,
2001-09-20 00:00:00-04:00,26.700000762939453,1016.0999755859375,111.9000015258789,
2001-09-21 00:00:00-04:00,26.450000762939453,984.5399780273438,112.58000183105469,
2001-09-24 00:00:00-04:00,23.899999618530273,965.7999877929688,112.80999755859375,
2001-09-25 00:00:00-04:00,22.950000762939453,1003.4500122070312,112.88999938964844,
2001-09-26 00:00:00-04:00,21.399999618530273,1012.27001953125,112.2300033569336,
2001-09-27 00:00:00-04:00,22.299999237060547,1007.0399780273438,112.75,
2001-09-28 00:00:00-04:00,23.149999618530273,1018.6099853515625,113.23999786376953,
2001-10-01 00:00:00-04:00,22.799999237060547,1040.93994140625,113.69000244140625,
2001-10-02 00:00:00-04:00,23.0,1038.550048828125,113.16999816894531,
2001-10-03 00:00:00-04:00,22.100000381469727,1051.3299560546875,112.86000061035156,
2001-10-04 00:00:00-04:00,22.649999618530273,1072.280029296875,113.18000030517578,
2001-10-05 00:00:00-04:00,23.049999237060547,1069.6199951171875,112.86000061035156,
2001-10-08 00:00:00-04:00,22.299999237060547,1071.3699951171875,112.73999786376953,
2001-10-09 00:00:00-04:00,22.5,1062.43994140625,112.51000213623047,
2001-10-10 00:00:00-04:00,22.75,1056.75,113.37000274658203,
2001-10-11 00:00:00-04:00,22.75,1080.989990234375,113.75,
2001-10-12 00:00:00-04:00,23.649999618530273,1097.4300537109375,114.4000015258789,
2001-10-15 00:00:00-04:00,22.600000381469727,1091.6500244140625,113.4800033569336,
2001-10-16 00:00:00-04:00,22.149999618530273,1089.97998046875,114.08999633789062,
2001-10-17 00:00:00-04:00,22.18000030517578,1097.5400390625,114.2300033569336,
2001-10-18 00:00:00-04:00,21.399999618530273,1077.0899658203125,114.33999633789062,
2001-10-19 00:00:00-04:00,21.549999237060547,1068.6099853515625,114.56999969482422,
2001-10-22 00:00:00-04:00,21.799999237060547,1073.47998046875,114.88999938964844,
2001-10-23 00:00:00-04:00,22.399999618530273,1089.9000244140625,115.79000091552734,
2001-10-24 00:00:00-04:00,21.700000762939453,1084.780029296875,115.66000366210938,
2001-10-25 00:00:00-04:00,22.290000915527344,1085.199951171875,115.87000274658203,
2001-10-26 00:00:00-04:00,22.0,1100.0899658203125,115.41999816894531,
2001-10-29 00:00:00-05:00,22.5,1104.6099853515625,115.18000030517578,
2001-10-30 00:00:00-05:00,22.18000030517578,1078.300048828125,114.19000244140625,
2001-10-31 00:00:00-05:00,21.600000381469727,1059.7900390625,114.33000183105469,
2001-11-01 00:00:00-05:00,21.18000030517578,1059.780029296875,114.70999908447266,
2001-11-02 00:00:00-05:00,20.200000762939453,1084.0999755859375,114.33000183105469,
2001-11-05 00:00:00-05:00,20.34000015258789,1087.199951171875,114.87999725341797,
2001-11-06 00:00:00-05:00,19.809999465942383,1102.8399658203125,114.86000061035156,
2001-11-07 00:00:00-05:00,20.100000381469727,1118.8599853515625,114.37999725341797,
2001-11-08 00:00:00-05:00,20.68000030517578,1115.800048828125,114.75,
2001-11-09 00:00:00-05:00,22.049999237060547,1118.5400390625,115.29000091552734,
2001-11-12 00:00:00-05:00,21.450000762939453,1120.31005859375,115.12999725341797,
2001-11-13 00:00:00-05:00,21.450000762939453,1118.3299560546875,115.75,
2001-11-14 00:00:00-05:00,20.0,1139.0899658203125,116.5,
2001-11-15 00:00:00-05:00,19.100000381469727,1141.2099609375,116.5,
2001-11-16 00:00:00-05:00,17.549999237060547,1142.239990234375,116.26000213623047,
2001-11-19 00:00:00-05:00,17.149999618530273,1138.6500244140625,116.66000366210938,
2001-11-20 00:00:00-05:00,19.299999237060547,1151.06005859375,116.62999725341797,
2001-11-21 00:00:00-05:00,19.399999618530273,1142.6600341796875,116.91000366210938,
2001-11-26 00:00:00-05:00,18.799999237060547,1150.3399658203125,117.12999725341797,
2001-11-27 00:00:00-05:00,18.68000030517578,1157.4200439453125,116.9800033569336,
2001-11-28 00:00:00-05:00,19.149999618530273,1149.5,116.55000305175781,
2001-11-29 00:00:00-05:00,19.200000762939453,1128.52001953125,116.30999755859375,
2001-11-30 00:00:00-05:00,18.649999618530273,1140.199951171875,116.30000305175781,
2001-12-03 00:00:00-05:00,19.399999618530273,1139.449951171875,115.61000061035156,
2001-12-04 00:00:00-05:00,20.200000762939453,1129.9000244140625,116.05000305175781,
2001-12-05 00:00:00-05:00,20.229999542236328,1143.77001953125,115.83999633789062,
2001-12-06 00:00:00-05:00,19.5,1170.3499755859375,116.38999938964844,
2001-12-07 00:00:00-05:00,18.549999237060547,1167.0999755859375,115.7699966430664,
2001-12-10 00:00:00-05:00,18.68000030517578,1158.31005859375,116.05999755859375,
2001-12-11 00:00:00-05:00,18.049999237060547,1139.9300537109375,116.08999633789062,
2001-12-12 00:00:00-05:00,18.450000762939453,1136.760009765625,115.51000213623047,
2001-12-13 00:00:00-05:00,18.0,1137.0699462890625,115.4000015258789,
2001-12-14 00:00:00-05:00,18.700000762939453,1119.3800048828125,115.51000213623047,
2001-12-17 00:00:00-05:00,19.200000762939453,1123.0899658203125,115.02999877929688,
2001-12-18 00:00:00-05:00,19.25,1134.3599853515625,115.26000213623047,
2001-12-19 00:00:00-05:00,19.850000381469727,1142.9200439453125,115.29000091552734,
2001-12-20 00:00:00-05:00,19.899999618530273,1149.56005859375,115.66999816894531,
2001-12-21 00:00:00-05:00,19.43000030517578,1139.9300537109375,115.8499984741211,
2001-12-26 00:00:00-05:00,19.799999237060547,1144.6500244140625,117.80000305175781,
2001-12-27 00:00:00-05:00,20.649999618530273,1149.3699951171875,117.91999816894531,
2001-12-28 00:00:00-05:00,21.219999313354492,1157.1300048828125,117.62000274658203,
2001-12-31 00:00:00-05:00,20.299999237060547,1161.02001953125,117.26000213623047,
2002-01-02 00:00:00-05:00,20.0,1148.0799560546875,116.4000015258789,
